Unnamed: 0	university	career	inscription_date	first_name	last_name	gender	age	location	email	postal_code
927	universidad nacional de río cuarto	ciencias veterinarias	2020-11-15	noah	deleon	male	4	colonia mabragaña	johnsoncaleb@hotmail.com	3283
928	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-11-15	brittany	stanley	female	5	del valle	ocook@yahoo.com	6509
929	universidad nacional de río cuarto	actuario 	2020-11-15	carrie	williams	female	86	emilio lamarca	srivera@hotmail.com	8505
930	universidad nacional de río cuarto	diseño industrial	2020-11-15	michael	sullivan	male	94	alarcon	gonzalezjessica@yahoo.com	2852
931	universidad nacional de río cuarto	ingeniería electrónica	2020-11-16	shane	downs	male	10	graciarena	gcooke@hotmail.com	6335
932	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-16	mark	cole	male	89	aparicio cue	jennifer71@hotmail.com	3322
933	universidad nacional de río cuarto	diseño de imagen y sonido	2020-11-16	christopher	davis	male	70	bella italia	christopher80@yahoo.com	2301
934	universidad nacional de río cuarto	licenciatura en sociología 	2020-11-16	judith	gallegos	female	8	abra de hinojo	margaret11@gmail.com	8170
935	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-11-16	samuel	summers	male	1	paso del rey	brian57@yahoo.com	1742
936	universidad nacional de río cuarto	licenciatura en administración 	2020-11-16	collin	bowen	male	4	amana	mary17@hotmail.com	5386
937	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-11-16	kristopher	cox	male	51	capitan solari	lbradshaw@gmail.com	3515
938	universidad nacional de río cuarto	ingeniería en informática	2020-11-16	paul	barnes	male	70	barrio batan	zhughes@hotmail.com	7601
939	universidad nacional de río cuarto	ciencias veterinarias	2020-11-17	heather	harris	female	69	barrio trocha	harrisbrent@hotmail.com	2700
940	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-17	stephen	johnson	male	8	general urquiza	stevensonwendy@gmail.com	5763
941	universidad nacional de río cuarto	diseño de imagen y sonido	2020-11-17	kathryn	serrano	female	14	aldea santafecina	othomas@gmail.com	3103
942	universidad nacional de río cuarto	licenciatura en psicología	2020-11-17	eileen	lewis	female	1	agua de diaz	smarks@hotmail.com	5545
943	universidad nacional de río cuarto	ingeniería mecánica	2020-11-17	derek	dds	male	42	america	qbowman@yahoo.com	6237
944	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-11-17	matthew	williams	male	92	caminera	kelly97@gmail.com	8370
945	universidad nacional de río cuarto	licenciatura en sociología 	2020-11-17	robert	mckenzie	male	41	4 de febrero	katie53@yahoo.com	2732
946	universidad nacional de río cuarto	farmacia	2020-11-17	melanie	williams	female	72	kilometro 23	kathyrusso@hotmail.com	3589
947	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-17	cynthia	ferguson	female	36	alamo	zcarter@yahoo.com	3448
948	universidad nacional de río cuarto	licenciatura en administración 	2020-11-17	cheryl	randolph	female	64	barrialitos	cookdylan@gmail.com	5403
949	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-11-17	jeffrey	holder	male	93	apoyaco	rbrown@hotmail.com	5317
950	universidad nacional de río cuarto	farmacia	2020-11-17	paul	jones	male	39	cameron	bernardmark@gmail.com	9017
951	universidad nacional de río cuarto	medicina	2020-11-17	anthony	thompson	male	11	abipones	vgonzalez@hotmail.com	3042
952	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-11-17	kevin	carpenter	male	14	agua seballe	hnguyen@gmail.com	5721
953	universidad nacional de río cuarto	medicina	2020-11-17	jake	taylor	male	64	agua botada	jennifer99@gmail.com	5613
954	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-11-17	matthew	sanders	male	1	aero club canal	jblack@hotmail.com	2823
955	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-17	michelle	lopez	female	44	britos	ududley@yahoo.com	2824
956	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-11-18	ashley	williams	female	9	ingeniero balbin	elizabethjimenez@gmail.com	6051
957	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-11-18	debra	hanson	female	26	30 de agosto	donnabrown@hotmail.com	6405
958	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-18	katherine	lowe	female	12	san isidro	autumnrobinson@gmail.com	1642
959	universidad nacional de río cuarto	contador público 	2020-11-18	anita	stewart	female	84	campo peña lopez	maciasdavid@hotmail.com	6605
960	universidad nacional de río cuarto	diseño industrial	2020-11-18	christine	wilson	female	4	carapachay	powelldavid@gmail.com	1605
961	universidad nacional de río cuarto	arquitectura	2020-11-18	samuel	leon	male	2	chipauquil	greensteven@yahoo.com	8536
962	universidad nacional de río cuarto	arquitectura	2020-11-18	danny	wilson	male	13	juan f ibarra	yfrench@yahoo.com	6551
963	universidad nacional de río cuarto	licenciatura en administración 	2020-11-18	steven	randolph	male	5	aconquija	melaniecraig@hotmail.com	4743
964	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-11-18	carrie	lee	female	95	altillo del medio	turnertravis@gmail.com	5274
965	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-18	elizabeth	barker	female	16	aero club canal	leecody@yahoo.com	2823
966	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-11-18	michael	cooper	male	33	desamparados	samanthaburns@hotmail.com	5400
967	universidad nacional de río cuarto	diseño industrial	2020-11-18	thomas	johnston	male	71	camba paso	christinashepard@hotmail.com	3201
968	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-11-18	mrs.	dvm	female	15	colonia barga	pereznathan@yahoo.com	8142
969	universidad nacional de río cuarto	agronomía	2020-11-18	tonya	mckinney	female	7	rincon de milberg	mcguirewilliam@yahoo.com	1648
970	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-11-19	morgan	holmes	female	81	bacacay	bryan82@yahoo.com	3346
971	universidad nacional de río cuarto	licenciatura en artes	2020-11-19	anthony	scott	male	78	campo coubert	julie39@hotmail.com	3056
972	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-11-19	andrew	mills	male	41	aguada de piedra	butlerkenneth@gmail.com	8422
973	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-11-19	david	boyer	male	14	el porvenir	leonsydney@yahoo.com	9227
974	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-11-19	cheryl	white	female	72	algarrobo verde	uwilliams@yahoo.com	5443
975	universidad nacional de río cuarto	licenciatura en administración 	2020-11-19	jamie	garcia	female	73	las palmas	johnevans@gmail.com	2806
976	universidad nacional de río cuarto	contador público 	2020-11-19	lisa	brown	female	12	3 de mayo	ryanbeltran@yahoo.com	5543
977	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-11-19	jonathan	reyes	male	48	aldea maria luisa	riddlenicholas@yahoo.com	3114
978	universidad nacional de río cuarto	licenciatura en artes	2020-11-19	jennifer	moss	female	44	baigorrita	drewhunter@gmail.com	6013
979	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-19	emily	garcia	female	12	balneario claromeco	gcurtis@gmail.com	7505
980	universidad nacional de río cuarto	licenciatura en psicología	2020-11-19	amanda	brown	female	47	buena vista	erindalton@hotmail.com	5525
981	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-11-20	emma	knapp	female	65	cuartel v	kking@yahoo.com	1744
982	universidad nacional de río cuarto	diseño de imagen y sonido	2020-11-20	mary	hernandez	female	34	campo garabato	gsalas@hotmail.com	3572
983	universidad nacional de río cuarto	licenciatura en artes	2020-11-20	daisy	hoffman	female	11	aldea san antonio	zleblanc@gmail.com	3117
984	universidad nacional de río cuarto	diseño industrial	2020-11-20	joshua	adams	male	38	candelaria sud	nfletcher@hotmail.com	2170
985	universidad nacional de río cuarto	contador público 	2020-11-20	alison	kaufman	female	42	aranguren	jade42@yahoo.com	3162
986	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-20	james	smith	male	11	calchaqui	jessicagibbs@yahoo.com	3050
987	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-11-20	scott	cox	male	14	hurlingham	brendamorales@yahoo.com	1686
988	universidad nacional de río cuarto	contador público 	2020-11-20	benjamin	sanchez	male	78	los antiguos	kjohnson@yahoo.com	9041
989	universidad nacional de río cuarto	actuario 	2020-11-20	becky	dunn	female	9	campo las puertas	wolfeamanda@gmail.com	3541
990	universidad nacional de río cuarto	ciencias veterinarias	2020-11-20	kyle	carpenter	male	10	arroyo moreira	guerradebra@gmail.com	3181
991	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-11-21	erica	gilbert	female	36	bosques	robintorres@yahoo.com	1889
992	universidad nacional de río cuarto	licenciatura en psicología	2020-11-21	samantha	carter	female	95	colonia españa	daniel86@yahoo.com	8206
993	universidad nacional de río cuarto	farmacia	2020-11-21	maria	beasley	female	37	castelar	fnichols@yahoo.com	2401
994	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-11-21	kimberly	rivera	female	8	carlos casares	nelsonjacqueline@gmail.com	6530
995	universidad nacional de río cuarto	técnico para bioterios 	2020-11-21	brandy	serrano	female	24	haras san jacinto	thompsongeorge@yahoo.com	2705
996	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-21	george	shepard	male	71	aparzo	zwilson@hotmail.com	4630
997	universidad nacional de río cuarto	bioquímica	2020-11-21	shelly	thompson	female	0	almacen cristian schubert	brownkyle@yahoo.com	3111
998	universidad nacional de río cuarto	licenciatura en administración 	2020-11-21	angela	mata	female	4	cerro aconcagua	tsmall@gmail.com	5500
999	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-11-21	mark	mullen	male	19	albarracin	davidriley@yahoo.com	5425
1000	universidad nacional de río cuarto	licenciatura en ciencia política 	2020-11-21	rebecca	young	female	48	alejandra	wdavis@gmail.com	3051
1001	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-11-22	james	md	male	39	colonia japonesa	frederickfitzpatrick@yahoo.com	3328
1002	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-11-22	adam	brown	male	14	buena vista	james12@hotmail.com	5525
1003	universidad nacional de río cuarto	medicina	2020-11-22	kristina	russell	female	1	comodoro rivadavia	benjaminwillis@yahoo.com	9000
1004	universidad nacional de río cuarto	bioquímica	2020-11-22	morgan	jackson	female	10	buena esperanza	christina34@hotmail.com	8360
1005	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-22	john	kerr	male	93	barrio villa adela	yhall@gmail.com	5584
1006	universidad nacional de río cuarto	ingeniería en informática	2020-11-22	kristen	whitehead	female	0	colonia centenario	harrisandrea@hotmail.com	3109
1007	universidad nacional de río cuarto	diseño industrial	2020-11-22	sheila	casey	female	37	cañada rosquin	carmenvillarreal@hotmail.com	2454
1008	universidad nacional de río cuarto	agronomía	2020-11-22	stacie	grimes	female	11	carlos spegazzini	benjamin26@yahoo.com	1812
1009	universidad nacional de río cuarto	licenciatura en sociología 	2020-11-22	daniel	david	male	7	almacen castro	kent40@hotmail.com	2751
1010	universidad nacional de río cuarto	ingeniería electrónica	2020-11-23	kelly	ortega	female	87	carandaiti	anthonymcmillan@hotmail.com	3485
1011	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-11-23	aaron	jr.	male	16	alegria	hayley57@yahoo.com	6389
1012	universidad nacional de río cuarto	ingeniería mecánica	2020-11-23	ronald	zhang	male	15	arrayanal	spencerheather@yahoo.com	4503
1013	universidad nacional de río cuarto	ingeniería mecánica	2020-11-23	robert	newman	male	25	aguas verdes	carolynhenderson@gmail.com	7112
1014	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-11-23	chad	cisneros	male	8	buena vista	zcohen@gmail.com	5525
1015	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-23	erin	summers	female	33	amadores	silvajon@gmail.com	4716
1016	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-23	denise	barber	female	2	alvaro barros	richard38@hotmail.com	7403
1017	universidad nacional de río cuarto	ciencias veterinarias	2020-11-23	steven	snyder	male	64	aicuña	david49@hotmail.com	5361
1018	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-23	kevin	larson	male	58	la lucila	watsonmatthew@yahoo.com	3072
1019	universidad nacional de río cuarto	licenciatura en artes	2020-11-23	robert	cohen	male	19	alsina	judithmyers@yahoo.com	2938
1020	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-11-23	patricia	norris	female	64	colonia matilde	helen76@yahoo.com	3013
1021	universidad nacional de río cuarto	farmacia	2020-11-23	sarah	jones	female	15	chelforo	andrewperry@gmail.com	8366
1022	universidad nacional de río cuarto	diseño de imagen y sonido	2020-11-24	jodi	smith	female	9	arbuco	swansonjordan@hotmail.com	1915
1023	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-11-24	cody	galloway	male	76	pagancillo	tammy15@yahoo.com	5369
1024	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-24	christopher	alexander	male	57	lavalle	dkim@yahoo.com	5343
1025	universidad nacional de río cuarto	ingeniería electrónica	2020-11-24	ethan	bates	male	51	berisso	michealanderson@yahoo.com	2848
1026	universidad nacional de río cuarto	licenciatura en psicología	2020-11-24	joshua	pearson	male	75	alfalad	angelamay@yahoo.com	6555
1027	universidad nacional de río cuarto	licenciatura en musicoterapia	2020-11-24	cassandra	gallegos	female	14	maggiolo	jordannicholas@hotmail.com	2622
1028	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-11-24	becky	morgan	female	66	barrio parque leloir	lbryant@yahoo.com	1713
1029	universidad nacional de río cuarto	contador público 	2020-11-24	aimee	murphy	female	39	mecha	michellesteele@yahoo.com	6648
1030	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-24	levi	carpenter	male	67	huanguelen	andrea80@yahoo.com	7545
1031	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-24	susan	adkins	female	11	cuartel v	richard32@yahoo.com	1744
1032	universidad nacional de río cuarto	contador público 	2020-11-24	denise	richard	female	51	maggiolo	trevor97@gmail.com	2622
1033	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-11-24	heather	tucker	female	36	cazon	pdavies@yahoo.com	7265
1034	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-11-25	leslie	butler	female	58	arroyo corralito	michellewarren@yahoo.com	3122
1035	universidad nacional de río cuarto	agronomía	2020-11-25	kevin	fitzpatrick	male	37	arroyo caraballo	anna20@hotmail.com	3265
1036	universidad nacional de río cuarto	licenciatura en psicología	2020-11-25	susan	andrade	female	69	bosques	alejandrosimpson@yahoo.com	1889
1037	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-11-25	holly	alvarez	female	12	adan quiroga	francis81@hotmail.com	5409
1038	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-11-25	gregg	weaver	male	35	achiras	erica53@yahoo.com	3246
1039	universidad nacional de río cuarto	ingeniería en informática	2020-11-25	mark	sampson	male	23	villa eloisa	apriljackson@hotmail.com	2503
1040	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-25	brian	alvarez	male	80	francisco casal	drewcox@yahoo.com	6230
1041	universidad nacional de río cuarto	diseño de imagen y sonido	2020-11-25	terry	elliott	male	19	boeuf	ecarroll@gmail.com	6380
1042	universidad nacional de río cuarto	licenciatura en administración 	2020-11-25	christopher	johnson	male	11	bahia tranquila	wsmith@hotmail.com	9405
1043	universidad nacional de río cuarto	bioquímica	2020-11-25	harold	smith	male	16	buena vista	edwardjimenez@gmail.com	5525
1044	universidad nacional de río cuarto	licenciatura en sociología 	2020-11-25	michael	flores	male	89	barranqueras	jamesjohnston@gmail.com	3503
1045	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-11-25	kevin	patterson	male	9	estacion mazan	robertdaniel@gmail.com	5313
1046	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-11-26	beth	jimenez	female	14	abra del trigo	walkervalerie@gmail.com	4501
1047	universidad nacional de río cuarto	licenciatura en sociología 	2020-11-26	derrick	johnson	male	82	pazos kanki	leekendra@gmail.com	6058
1048	universidad nacional de río cuarto	agronomía	2020-11-26	douglas	lane	male	89	campo de galnasi	mcfarlandstephanie@yahoo.com	3501
1049	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-11-26	stefanie	jacobs	female	53	villa lerga	tonycooper@yahoo.com	5424
1050	universidad nacional de río cuarto	diseño de imagen y sonido	2020-11-26	kenneth	webb	male	11	colonia loma negra	stephaniemoody@yahoo.com	3112
1051	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-11-26	jordan	taylor	female	92	campo huber	thansen@hotmail.com	3555
1052	universidad nacional de río cuarto	ingeniería electrónica	2020-11-26	david	gibson	male	42	alarcon	zmiller@yahoo.com	2852
1053	universidad nacional de río cuarto	agronomía	2020-11-26	jose	lopez	male	24	arroyo mal paso	cartercarolyn@gmail.com	4157
1054	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-11-26	dawn	harrison	female	38	catamontaña	gwilliams@gmail.com	4603
1055	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-11-27	jordan	anderson	male	22	boliche lata	bellnatasha@hotmail.com	3449
1056	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-27	elizabeth	johnson	female	36	bayauca	kramerbenjamin@yahoo.com	6078
1057	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-11-27	brandon	cooke	male	52	agote	zsanchez@hotmail.com	6608
1058	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-27	brian	hancock	male	58	barrio la dolly	margaretmeadows@hotmail.com	1980
1059	universidad nacional de río cuarto	técnico para bioterios 	2020-11-27	amy	wilkerson	female	95	apeadero guanacache	bradley17@yahoo.com	5431
1060	universidad nacional de río cuarto	medicina	2020-11-27	angelica	bartlett	female	5	17 de agosto	scott34@hotmail.com	8129
1061	universidad nacional de río cuarto	bioquímica	2020-11-27	james	hill	male	90	arequito	whitekenneth@gmail.com	2183
1062	universidad nacional de río cuarto	ciencias veterinarias	2020-11-27	anne	anderson	female	5	el carmen	gabrielle02@yahoo.com	4128
1063	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-27	larry	mitchell	male	8	cramer	sheltonjared@gmail.com	5733
1064	universidad nacional de río cuarto	licenciatura en sociología 	2020-11-27	cheryl	blake	female	44	abra del tafi	ewhite@yahoo.com	4105
1065	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-27	teresa	bailey	female	6	cascada los cantaros	sandramyers@yahoo.com	8411
1066	universidad nacional de río cuarto	agronomía	2020-11-27	destiny	fowler	female	70	campo de talamayo	martinezelizabeth@yahoo.com	4158
1067	universidad nacional de río cuarto	ingeniería mecánica	2020-11-27	sherry	garcia	female	55	chapanay	fdickerson@yahoo.com	5589
1068	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-11-28	vickie	jackson	female	80	lomas del rio lujan	patrick08@gmail.com	2802
1069	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-11-28	angela	chavez	female	60	aldao	trevinogina@yahoo.com	2214
1070	universidad nacional de río cuarto	técnico para bioterios 	2020-11-28	david	young	male	66	aguapey	jcardenas@yahoo.com	3342
1071	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-11-28	mary	lee	female	0	balde ahumada	erinwhite@gmail.com	5713
1072	universidad nacional de río cuarto	agronomía	2020-11-28	russell	murphy	male	36	algarrobo verde	shirleywilliams@yahoo.com	5443
1073	universidad nacional de río cuarto	arquitectura	2020-11-28	melanie	dds	female	20	ambrosio p lezica	millerrobert@gmail.com	8508
1074	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-11-29	kimberly	crawford	female	10	centinela	abowen@gmail.com	3306
1075	universidad nacional de río cuarto	ciencias veterinarias	2020-11-29	lindsay	jefferson	female	34	rafael calzada	xjohnson@hotmail.com	1847
1076	universidad nacional de río cuarto	licenciatura en psicología	2020-11-29	ryan	smith	male	2	edmundo perkins	alicia18@gmail.com	6030
1077	universidad nacional de río cuarto	licenciatura en sociología 	2020-11-29	jason	white	male	76	san clemente del tuyu	urice@hotmail.com	7105
1078	universidad nacional de río cuarto	diseño de imagen y sonido	2020-11-29	danielle	ramos	female	47	cañadon lagarto	michaelgardner@gmail.com	9009
1079	universidad nacional de río cuarto	diseño industrial	2020-11-29	mary	mendoza	female	30	los sembrados	logan97@hotmail.com	2447
1080	universidad nacional de río cuarto	arquitectura	2020-11-29	christine	flores	female	84	altillo del medio	aberry@gmail.com	5274
1081	universidad nacional de río cuarto	licenciatura en terapia ocupacional	2020-11-29	amanda	warren	female	4	agua de los manantiales	kellymendez@gmail.com	5549
1082	universidad nacional de río cuarto	ingeniería en informática	2020-11-29	jeffrey	yates	male	1	rincon de milberg	sweeneybobby@yahoo.com	1648
1083	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-29	manuel	garcia	male	53	carlos tejedor	chloewood@yahoo.com	6455
1084	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-11-29	paul	anderson	male	85	arroyo manganga	gregory48@hotmail.com	3220
1085	universidad nacional de río cuarto	contador público 	2020-11-29	tony	morgan	male	74	arturo almaraz	frodriguez@hotmail.com	6330
1086	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-11-29	nicholas	lynch	male	68	chumbicha	william48@hotmail.com	4728
1087	universidad nacional de río cuarto	ingeniería en informática	2020-11-29	scott	howard	male	24	bosques	ztate@gmail.com	1889
1088	universidad nacional de río cuarto	ingeniería mecánica	2020-11-29	lynn	kemp	female	13	arbuco	halevanessa@gmail.com	1915
1089	universidad nacional de río cuarto	actuario 	2020-11-30	nathan	white	male	78	ayui parada	joshuahuber@yahoo.com	3204
1090	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-11-30	mark	cordova	male	3	acheral	jose25@gmail.com	5260
1091	universidad nacional de río cuarto	licenciatura en psicología	2020-11-30	lauren	yang	female	18	colonia japonesa	josephyoung@hotmail.com	3328
1092	universidad nacional de río cuarto	contador público 	2020-11-30	david	jenkins	male	3	costa grande	lsmith@gmail.com	3425
1093	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-11-30	johnny	crawford	male	29	colonia abate	frazierroger@yahoo.com	3732
1094	universidad nacional de río cuarto	farmacia	2020-11-30	bonnie	stewart	female	27	cayastacito	frivera@yahoo.com	3038
1095	universidad nacional de río cuarto	ingeniería electrónica	2020-11-30	jon	coleman	male	90	frigorifico cap	jason47@hotmail.com	9421
1096	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-11-30	natalie	lucas	female	44	colonia arocena ina	eclark@yahoo.com	3231
1097	universidad nacional de río cuarto	licenciatura en ciencia política 	2020-11-30	willie	tucker	male	83	9 de julio	charles02@yahoo.com	6500
1098	universidad nacional de río cuarto	licenciatura en ciencias de la computación	2020-11-30	charles	shields	male	49	colonia mabragaña	mhorton@gmail.com	3283
1099	universidad nacional de río cuarto	contador público 	2020-11-30	taylor	logan	female	11	arquedas	janicesmith@yahoo.com	8164
1100	universidad nacional de río cuarto	diseño industrial	2020-11-30	jennifer	fowler	female	32	chapuy	wernerkimberly@yahoo.com	2603
1101	universidad nacional de río cuarto	ingeniería electrónica	2020-11-30	anna	walls	female	0	d orbigny	xbrown@hotmail.com	7541
1102	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-12-01	victoria	valenzuela	female	17	colonia zambungo	charlescurtis@yahoo.com	6628
1103	universidad nacional de río cuarto	medicina	2020-12-01	carlos	adams	male	87	estancias	ncervantes@gmail.com	2909
1104	universidad nacional de río cuarto	licenciatura en administración 	2020-12-01	lori	hodges	female	37	castilla	michellewilliams@hotmail.com	6616
1105	universidad nacional de río cuarto	licenciatura en psicología	2020-12-01	molly	mahoney	female	24	escuela agricola don bosco	twebb@gmail.com	1815
1106	universidad nacional de río cuarto	ciencias veterinarias	2020-12-01	dr.	cohen	male	87	colonia berro	ogood@yahoo.com	3128
1107	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-12-01	brian	moore	male	42	chipauquil	donna26@yahoo.com	8536
1108	universidad nacional de río cuarto	medicina	2020-12-01	robert	alexander	male	88	el hoyo	jpeterson@hotmail.com	8431
1109	universidad nacional de río cuarto	contador público 	2020-12-01	matthew	fitzpatrick	male	95	agrio balsa	tina60@gmail.com	8351
1110	universidad nacional de río cuarto	licenciatura en kinesiología y fisiatría	2020-12-01	william	moore	male	8	11 de septiembre	cmatthews@yahoo.com	1657
1111	universidad nacional de río cuarto	licenciatura en producción de bioimagenes	2020-12-01	timothy	moore	male	30	santos lugares	vmorris@gmail.com	1676
1112	universidad nacional de río cuarto	ingeniería mecánica	2020-12-01	anne	miller	female	28	carbometal	uhale@hotmail.com	5505
1113	universidad nacional de río cuarto	licenciatura en ciencia y tecnología de alimentos	2020-12-01	lori	richmond	female	87	oriente	thomaswilliamson@gmail.com	7509
1114	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-12-01	miranda	foster	female	57	agustin roca	sheri19@yahoo.com	6001
1115	universidad nacional de río cuarto	licenciatura en sociología 	2020-12-02	james	townsend	male	49	colonia coronel dorrego	barreracynthia@yahoo.com	3511
1116	universidad nacional de río cuarto	licenciatura en ciencias ambientales	2020-12-02	richard	smith	male	76	altamirano sud	vargastodd@hotmail.com	3174
1117	universidad nacional de río cuarto	diseño de imagen y sonido	2020-12-02	shelley	wood	female	73	aguada de guerra	derekanderson@gmail.com	8424
1118	universidad nacional de río cuarto	licenciatura en relaciones del trabajo 	2020-12-02	paul	bishop	male	2	carcaraña	coreyadams@yahoo.com	2138
1119	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-12-02	michael	skinner	male	5	colonia reina margarita	michellespencer@gmail.com	2309
1120	universidad nacional de río cuarto	licenciatura en planificación y diseño del paisaje	2020-12-02	isaac	perez	male	15	gobernador benegas	snowjaime@yahoo.com	5544
1121	universidad nacional de río cuarto	licenciatura en ciencia política 	2020-12-02	david	lambert	male	76	general gutierrez	kevinnewman@gmail.com	5511
1122	universidad nacional de río cuarto	diseño industrial	2020-12-02	wayne	barajas	male	11	chivilcoy	tamaramarsh@yahoo.com	6620
1123	universidad nacional de río cuarto	licenciatura en ciencias geológicas	2020-12-02	deanna	vasquez	female	22	2 de julio	christophercollins@gmail.com	3344
1124	universidad nacional de río cuarto	licenciatura en ciencias antropológicas	2020-12-02	dawn	williamson	female	68	cura malal	wilsonkrystal@yahoo.com	7548
1125	universidad nacional de río cuarto	actuario 	2020-12-02	robin	walker	female	80	coronel boerr	lauramyers@gmail.com	7208
1126	universidad nacional de río cuarto	licenciatura en ciencias de la educación 	2020-12-02	willie	young	male	89	amalia	sandovalelizabeth@yahoo.com	6516
1127	universidad nacional de río cuarto	bioquímica	2020-12-03	robert	trevino	male	9	colonia montefiore	stephanie37@gmail.com	2341
1128	universidad nacional de río cuarto	técnico para bioterios 	2020-12-03	kimberly	waller	female	89	grand bourg	smithjeffrey@hotmail.com	1615
1129	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-12-03	jennifer	deleon	female	99	allen	medinapeggy@gmail.com	8328
1130	universidad nacional de río cuarto	licenciatura en gestión de agroalimentos	2020-12-03	angelica	molina	female	41	carro quemado	teresahoward@gmail.com	6319
1131	universidad nacional de río cuarto	licenciatura en ciencias biológicas	2020-12-03	charles	johnson	male	25	el triunfo	bullockanthony@gmail.com	6073
1132	universidad nacional de río cuarto	actuario 	2020-12-03	daniel	hernandez	male	69	cañada	mayseric@gmail.com	5773
