universidades,carreras,fechas_de_inscripcion,nombres,sexo,fechas_nacimiento,codigos_postales,emails
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-28,steven-medina,m,00-Sep-03,6625,nelsontimothy@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-08,dustin-nelson,m,51-Sep-06,7001,rsantos@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Sep-24,nathan-miller,m,47-Oct-31,5275,randerson@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,21-Jan-21,charles-powers,m,21-Jan-26,5738,stephanie76@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Sep-08,matthew-estrada,m,75-Jun-05,8183,carterbradley@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-26,kara-walls,f,48-Feb-26,5620,rmeyers@hotmail.com
universidad-de-buenos-aires,agronomía,20-Oct-22,eric-robinson,m,64-Jul-29,3423,sharon63@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-09,david-mcdonald,m,48-May-24,8333,vstark@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-14,jennifer-cowan,f,06-Feb-08,6628,robertdavis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-30,jessica-morales,f,15-Jan-22,5266,melissawalters@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-14,erin-cooper,f,29-Jul-18,3040,emurray@gmail.com
universidad-de-buenos-aires,medicina,20-Oct-16,mark-sheppard,m,05-Jun-16,5573,tknox@gmail.com
universidad-de-buenos-aires,arquitectura,20-Oct-10,kelly-chapman,f,26-Mar-13,7501,nmcdonald@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-19,laura-jones,f,77-Aug-24,3403,kennethberry@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-19,brittany-dean,f,43-Jan-08,3134,lindsey12@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-17,charles-jennings,m,85-Sep-19,4145,wgoodman@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-24,philip-jones,m,46-Jun-07,3269,twright@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-29,rachel-dennis,f,34-Apr-07,5567,brittany95@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-30,denise-watson,f,14-Jul-29,5400,daniel26@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Sep-06,paul-wallace,m,64-Feb-12,3703,scott03@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-02,cole-johnson,m,36-Sep-16,7240,kevin04@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Dec-21,derrick-moore,m,37-May-25,4719,mercadorichard@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Sep-28,cheryl-mcgee,f,51-Jan-03,9409,josephmcdonald@yahoo.com
universidad-de-buenos-aires,agronomía,20-Dec-18,cameron-campbell,m,03-Jun-16,6535,amandaburton@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-10,sara-reyes,f,26-Aug-07,3380,raymondcastillo@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-13,lindsay-castillo,f,01-Sep-15,4184,bennettstephanie@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-22,mary-johnson,f,13-Feb-01,2134,asmith@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-01,miranda-ortiz,f,58-Dec-04,5264,moralesmary@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-25,melissa-acevedo,f,72-Nov-16,3056,julie38@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-05,monique-patterson,f,53-Sep-04,2826,william42@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-02,charles-golden,m,39-Dec-16,3471,marykim@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Nov-14,john-lynch,m,85-Apr-03,1822,craig86@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-02,jacob-sweeney,m,01-Jul-24,6471,mmorgan@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-02,michael-james,m,97-Apr-27,7600,starknathan@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-17,allison-torres,f,31-May-04,2919,leonardemily@gmail.com
universidad-de-buenos-aires,arquitectura,20-Sep-04,christopher-edwards,m,33-Sep-02,8162,ereyes@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-03,kristina-cox,f,37-Feb-12,3405,qbush@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-28,christine-carson,f,92-Oct-24,3372,kristinapennington@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Dec-02,raymond-jones,m,09-Jun-14,1605,brownamanda@gmail.com
universidad-de-buenos-aires,arquitectura,20-Sep-01,william-mason,m,06-Nov-17,3733,schmidtjared@gmail.com
universidad-de-buenos-aires,bioquímica,21-Jan-05,sherry-mason,f,46-Jun-29,2919,rosborne@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-09,erin-greene,f,99-Mar-31,2179,bwood@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-05,jodi-graham,f,74-Jun-22,4501,hector31@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-10,courtney-tucker,f,92-May-02,7301,john83@hotmail.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-27,jeffrey-norton,m,21-Sep-15,5433,vdavis@hotmail.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-03,joseph-martin,m,62-Nov-17,8305,xrice@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-07,elizabeth-vasquez,f,83-Apr-21,3254,jeffreylee@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-25,denise-white,f,63-Apr-09,3005,teresanewton@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-06,dawn-bryan,f,14-Feb-18,3311,todd46@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-07,carrie-phillips,f,80-Sep-28,9203,thomastammy@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,21-Jan-28,amber-fox,f,04-Feb-14,2126,currytimothy@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-08,megan-cooper,f,39-Apr-29,3151,amandalamb@gmail.com
universidad-de-buenos-aires,bioquímica,20-Nov-30,joseph-schmitt,m,41-Jul-10,3272,garciasamantha@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-30,william-malone,m,18-Apr-14,4182,marvinward@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-02,david-good,m,01-Apr-10,1897,wbennett@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-10,erica-king,f,56-Aug-15,4105,michael18@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-31,beverly-rogers,f,42-Mar-05,5264,xclark@gmail.com
universidad-de-buenos-aires,farmacia,20-Sep-30,jaime-rios,m,17-Jan-14,6101,vanessarobinson@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-21,james-gonzalez,m,18-Sep-17,6103,lopezkelsey@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Nov-09,tracy-reynolds,f,63-Oct-03,8158,ecarpenter@gmail.com
universidad-de-buenos-aires,contador-público-,20-Sep-21,joshua-stuart,m,90-May-13,9227,jonesbrianna@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-23,michael-bird,m,35-Aug-27,6071,tfuentes@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Oct-23,matthew-burns,m,16-Nov-13,1611,hbanks@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-21,derek-waters,m,64-Mar-31,3151,daniel33@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-30,chelsea-hill,f,73-May-21,1602,autumnsolis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-14,todd-hawkins,m,07-Jan-20,2909,shawn59@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-05,joseph-atkins,m,68-May-19,5343,obrennan@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-23,christopher-robinson,m,22-Aug-24,8185,lcollins@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-01,richard-haynes,m,20-May-09,2523,chunt@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-09,alexander-anderson,m,16-Jan-01,9035,andersonlaura@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-28,stephen-olsen,m,70-Jan-12,9217,david19@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-15,cody-moore,m,54-Apr-06,1669,gonzalezcindy@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Jan-18,curtis-wolfe,m,55-May-20,7620,angelaphillips@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-29,casey-freeman,m,09-May-24,6323,jason89@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-02,jeffery-arnold,m,89-May-21,3011,norma60@gmail.com
universidad-de-buenos-aires,agronomía,20-Oct-02,margaret-thomas,f,22-Jul-13,3013,waltersjames@hotmail.com
universidad-de-buenos-aires,farmacia,20-Sep-22,nathan-fields,m,01-Oct-16,1923,paigesmith@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-28,sheri-cohen,f,40-Nov-21,5621,smitheric@hotmail.com
universidad-de-buenos-aires,agronomía,20-Oct-22,laura-franco,f,25-Jul-12,2921,amccall@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-06,kyle-bell,m,25-Dec-23,6042,jonestaylor@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-11,ian-smith,m,16-Jul-12,5533,bmadden@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-30,robert-powell,m,15-Nov-17,1917,stacey53@yahoo.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-18,tony-mejia,m,56-May-30,7153,donald61@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-21,robert-barry,m,15-Apr-23,8534,ldickerson@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Nov-10,dustin-smith,m,40-Jul-15,6036,kcarroll@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-30,robert-cummings,m,20-Feb-24,3016,johnsonbrandon@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Dec-17,kirsten-stone,f,30-Dec-29,3448,ismith@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-04,gabriel-adams,m,98-Mar-07,3344,ryan93@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Oct-01,nicole-sloan,f,60-Nov-27,8409,pamelagarcia@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-09,shannon-richards,f,74-Apr-18,2633,crystal26@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-31,aaron-mendoza,m,98-Sep-14,7540,sarahjarvis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-16,james-bennett,m,11-Oct-13,2113,juan30@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-01,raymond-palmer,m,25-Sep-14,4518,kathryngreene@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Nov-15,michael-robinson,m,62-May-13,8164,underwoodkayla@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-01,courtney-mcguire,f,31-Jul-25,1852,tjohnson@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-17,christine-murphy,f,87-Mar-13,1646,cgordon@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-08,mr.-michael-reed,m,34-Sep-10,2916,derek83@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-24,kathleen-sullivan,f,21-Aug-05,3132,crystalirwin@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Sep-29,thomas-dickerson,m,08-Apr-14,5777,swallace@yahoo.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-17,shane-bowers,m,69-Aug-05,2506,paulkathryn@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Nov-21,marcus-hickman-md,m,13-Nov-30,6387,jackson86@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Sep-16,barbara-perez,f,78-Mar-30,6748,frank01@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Dec-17,melissa-garza,f,91-Jan-08,5771,triciagreen@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Nov-08,ethan-thomas,m,80-Dec-07,6216,vegarichard@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-09,kurt-parker,m,14-Aug-03,5425,michaelholden@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-19,kelsey-bennett,f,71-Feb-18,7226,donovanmichelle@gmail.com
universidad-de-buenos-aires,farmacia,20-Nov-15,james-thompson,m,18-Mar-02,8309,samuelhawkins@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Nov-30,kristi-jackson,f,99-Sep-30,7151,imalone@hotmail.com
universidad-de-buenos-aires,actuario-,20-Dec-01,gina-patel,f,34-Feb-07,6459,walshangela@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-09,bobby-rivers,m,01-Jun-01,7161,wilsonlisa@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-09,stephanie-white,f,15-Sep-08,7404,aaronjacobs@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-07,george-griffith,m,00-Apr-08,3474,marianorris@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Nov-01,daniel-mccann,m,47-May-26,4709,yhubbard@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-29,jeffrey-anderson,m,49-Jan-08,4109,evanswalter@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Sep-08,chelsey-holland,f,08-Sep-11,9211,austinyates@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-08,nicole-sparks,f,98-Apr-02,3322,seanfoster@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Oct-20,eric-white,m,23-Jan-17,3485,kristinagarcia@yahoo.com
universidad-de-buenos-aires,farmacia,20-Oct-24,melissa-riggs,f,08-Feb-03,6667,reyesjennifer@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-22,joshua-maldonado,m,08-Apr-28,7305,josephward@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-07,susan-goodwin,f,09-Jul-18,2401,barnesemily@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,21-Jan-31,justin-robinson,m,43-Sep-18,8105,marktaylor@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-13,samantha-garza,f,42-Jan-30,3260,becksuzanne@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-15,amber-harrison,f,36-Dec-08,4726,bwalker@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Dec-05,anna-gonzalez,f,05-Dec-07,2443,usalazar@hotmail.com
universidad-de-buenos-aires,agronomía,20-Nov-20,jasmine-wright,f,16-Dec-08,3454,joseph78@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-01,richard-gallegos,m,21-Mar-29,3315,melendezjames@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,21-Jan-21,johnny-kelly,m,35-Feb-16,5601,qbarnett@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Sep-09,sandy-morgan,f,31-Dec-10,6013,christopher53@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-25,margaret-walker,f,29-Jun-07,4113,uharper@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,21-Jan-07,daniel-sullivan,m,06-Aug-19,9217,cruzpaula@hotmail.com
universidad-de-buenos-aires,actuario-,20-Oct-23,peter-walters,m,06-Nov-07,1601,lopezthomas@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-16,jennifer-smith,f,43-Dec-29,3560,ahernandez@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-06,paula-poole,f,75-Apr-05,4644,halldave@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-01,donna-singleton,f,36-Sep-19,7000,santanajohn@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-09,wendy-henry,f,11-Sep-29,5555,haileybradshaw@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-06,michael-martinez,m,93-Feb-15,7105,gregorypotter@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Oct-07,laurie-herrera,f,32-Apr-02,9420,melissazamora@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-30,nicole-kelly,f,63-Apr-10,3563,sjackson@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-27,jason-brooks,m,03-Nov-26,5722,karen55@hotmail.com
universidad-de-buenos-aires,contador-público-,20-Oct-27,tammy-adkins,f,27-Jan-13,6300,durhamdavid@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Dec-17,derrick-mason,m,17-May-08,6433,jeffreylove@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-08,julie-allen,f,38-Sep-18,5301,dukediane@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-03,edward-holmes,m,05-Jun-22,2527,christianeric@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-23,amber-medina,f,43-Jul-31,3027,uoconnor@gmail.com
universidad-de-buenos-aires,arquitectura,20-Dec-30,kara-parker,f,47-Oct-08,6457,xfigueroa@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Dec-01,catherine-hall,f,50-Jan-03,8326,jessica06@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-29,jacqueline-allison,f,16-Oct-15,1682,careyjill@gmail.com
universidad-de-buenos-aires,agronomía,20-Sep-17,jose-richardson,m,31-Jul-23,2508,turnertimothy@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-11,patrick-garcia,m,76-Apr-29,8514,hoffmanryan@yahoo.com
universidad-de-buenos-aires,agronomía,20-Nov-02,nicole-macias,f,16-Dec-04,8411,hessjason@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Sep-25,melinda-jones,f,39-Jan-06,6403,tracy37@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Oct-10,sherry-lowe,f,71-Sep-02,3156,nicole90@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-21,eric-duncan,m,17-Jun-25,3180,antoniorobinson@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Jan-14,rachel-wagner,f,20-Oct-15,8185,gonzalezjames@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-06,maria-wright,f,08-Jan-11,3474,sharonguerrero@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-27,jay-cervantes,m,39-Mar-13,3553,ydickerson@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Nov-05,dawn-garcia,f,92-Apr-08,3451,dmonroe@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-31,christopher-meyer,m,02-Jul-17,7172,mendezkayla@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-26,jared-hernandez,m,09-Aug-27,8534,rhondapacheco@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-24,amanda-silva,f,96-Jun-21,3027,gabriela26@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-26,patricia-byrd,f,54-Aug-25,3714,aperry@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-15,mitchell-blackburn,m,35-Sep-17,3050,lauren44@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-11,laura-browning,f,28-Jan-16,1688,zachary83@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-12,jermaine-harris,m,61-Mar-31,1890,millermatthew@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-29,sherry-kelly,f,38-Jun-02,2000,lquinn@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-03,kelly-huynh,f,45-Jul-31,8400,jburgess@hotmail.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Nov-10,lisa-davis,f,25-May-17,3581,pearsonkaren@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,21-Jan-19,jasmine-harris,f,84-Jan-23,1872,jose62@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-05,alexandra-fernandez,f,26-Mar-12,4630,allisonharris@yahoo.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,21-Jan-21,scott-valdez,m,40-Mar-08,5545,tmayo@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Nov-24,max-simpson,m,87-Apr-07,5572,rodgerscraig@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-28,karen-wright,f,71-Nov-25,8309,kaylaward@hotmail.com
universidad-de-buenos-aires,actuario-,20-Sep-21,devin-reyes,m,02-Feb-28,2255,dunnlouis@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Sep-29,francisco-andrews,m,54-Jul-10,4542,watkinsmelissa@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-24,david-wilson,m,86-Mar-08,3201,garyadams@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-08,michelle-may,f,20-Oct-11,7105,watsonkristine@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-19,mario-blair,m,14-Dec-18,9000,sandy94@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-26,krista-swanson,f,14-Feb-01,3445,joshua45@gmail.com
universidad-de-buenos-aires,bioquímica,20-Nov-24,robert-galloway,m,80-Dec-01,1778,mgalvan@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-18,ryan-williams,m,87-Aug-21,6646,chapmansara@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-27,stacy-turner,f,63-Apr-29,9113,christine50@gmail.com
universidad-de-buenos-aires,bioquímica,20-Nov-17,angela-wade,f,13-Jan-09,2617,moorefrank@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Oct-15,gregory-johnson,m,72-Mar-01,1852,estradakristi@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Nov-03,mckenzie-cline,f,20-Oct-28,5374,michael78@hotmail.com
universidad-de-buenos-aires,contador-público-,20-Nov-13,michael-ponce,m,54-Aug-23,3136,jason15@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-02,kevin-turner,m,57-Mar-21,7635,chenjacob@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-14,barbara-mills,f,24-Jan-27,2124,xhester@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-19,george-parker,m,08-Jan-18,7641,henry98@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Oct-22,maria-lewis,f,21-Apr-10,3421,amy74@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,21-Jan-17,brian-frost,m,14-Feb-02,4632,nharris@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-03,danielle-silva,f,52-Jul-31,3587,jackson68@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-16,julia-lester,f,19-May-08,2352,bsilva@hotmail.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Nov-15,vicki-scott,f,87-Aug-21,5315,orozcobrenda@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Dec-04,william-spence,m,62-Apr-03,3100,katherineray@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-23,stacy-reed,f,74-Jul-19,3524,sharon17@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-16,timothy-stone,m,13-Feb-25,3580,jane50@hotmail.com
universidad-de-buenos-aires,medicina,20-Dec-02,carolyn-howard,f,74-Oct-25,2812,jeffery55@gmail.com
universidad-de-buenos-aires,bioquímica,20-Sep-02,ruth-rogers,f,30-Aug-09,3574,nina38@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Nov-18,elizabeth-harris,f,45-Jul-02,5515,kcrane@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Sep-08,valerie-adams,f,05-Oct-03,2216,kjenkins@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-09,roger-moses,m,86-Feb-09,9313,heatherwalton@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Sep-18,kathy-bradford,f,66-Aug-19,4608,omorris@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-08,shelby-smith,f,83-Nov-09,6501,audreyclements@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-02,darryl-snow,m,08-Feb-24,3360,harperanthony@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-09,cheryl-johnson,f,46-Apr-03,3574,kelly04@gmail.com
