,university,career,inscription_date,nombre,sexo,birth_date,location,email
903,universidad nacional de jujuy,arquitectura,2020/11/14,lisa garrett,f,1939/11/13,campo galloso,christinawilliams@yahoo.com
904,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/14,harry lynch,m,1919/04/21,aguas de las mulas,jose62@yahoo.com
905,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/14,nicole mendoza,f,1924/05/04,los frentones,sheilamendoza@gmail.com
906,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/14,dawn spencer,f,1981/04/21,aaron castellanos,charleshatfield@hotmail.com
907,universidad nacional de jujuy,técnico para bioterios ,2020/11/14,danielle wilson,f,1922/12/19,agustin mosconi,robinbranch@hotmail.com
908,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/11/14,shawn rodriguez,m,1932/01/21,colonia ferrari,adrianalewis@yahoo.com
909,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/14,terry shelton,m,1926/01/22,colonia jauregui,kellerkristopher@yahoo.com
910,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/14,jennifer mclaughlin,f,2015/08/20,abdon castro tolay,hollyburton@yahoo.com
911,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/14,ronald sheppard,m,1926/07/06,arijon,zmcpherson@hotmail.com
912,universidad nacional de jujuy,diseño industrial,2020/11/14,matthew gross,m,1961/07/26,campo la plata,sean10@yahoo.com
913,universidad nacional de jujuy,ingeniería en informática,2020/11/14,melissa allen,f,1934/03/12,campo aristimuño,benjaminsanchez@yahoo.com
914,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/14,tricia hancock,f,1956/02/22,perez,johnwilson@yahoo.com
915,universidad nacional de jujuy,licenciatura en psicología,2020/11/14,vanessa peters,f,1990/01/01,campo de talamayo,kanemichael@gmail.com
916,universidad nacional de jujuy,ingeniería en informática,2020/11/14,mark hester,m,1933/03/30,angel gallardo,brittanyreilly@yahoo.com
917,universidad nacional de jujuy,medicina,2020/11/14,scott anderson,m,1914/09/17,arroyo magdalena,everettdarin@hotmail.com
918,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/14,sandra castro,f,2010/05/02,hospital necochea,jwagner@gmail.com
919,universidad nacional de jujuy,ciencias veterinarias,2020/11/14,shawn cannon,m,1917/11/21,chamical,stacey56@hotmail.com
920,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/11/15,brandon webb,m,1996/10/28,alfalad,rachel61@yahoo.com
921,universidad nacional de jujuy,ingeniería mecánica,2020/11/15,amy lewis,f,1997/05/17,agua cercada,derekhenderson@yahoo.com
922,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/15,emily gregory,f,1958/07/03,arroyo mal paso,susan77@hotmail.com
923,universidad nacional de jujuy,ciencias veterinarias,2020/11/15,gerald woodward,m,1909/01/18,dho,bdiaz@yahoo.com
924,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/15,roberto rogers,m,1936/11/18,kilmetro 165,zhernandez@yahoo.com
925,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/15,daniel anderson,m,2000/04/29,aromos,melissa57@gmail.com
926,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/15,reginald terry,m,1969/12/11,santos lugares,jennifer88@hotmail.com
927,universidad nacional de jujuy,ciencias veterinarias,2020/11/15,diamond velasquez,f,2019/02/23,sey,graysusan@hotmail.com
928,universidad nacional de jujuy,ingeniería mecánica,2020/11/15,mary jones,f,1989/10/14,saladillo norte,karen73@hotmail.com
929,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/15,sarah rivera dvm,f,1977/11/04,el socorro,kennethwells@yahoo.com
930,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/16,kimberly flowers,f,1953/10/26,aguas de las mulas,johnsonjohn@yahoo.com
931,universidad nacional de jujuy,licenciatura en administración ,2020/11/16,pamela davis,f,1984/04/10,aguas buenas,kathymurphy@gmail.com
932,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/16,brandon harrison,m,1941/07/14,la colina,fernandocarlson@yahoo.com
933,universidad nacional de jujuy,ciencias veterinarias,2020/11/16,robert smith,m,1933/05/02,bonifacio,grussell@hotmail.com
934,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/16,terry ochoa,m,1998/04/06,arroyo grande,mariaturner@yahoo.com
935,universidad nacional de jujuy,agronomía,2020/11/16,brandon willis,m,2003/01/27,colonia la blanquita,blairwesley@gmail.com
936,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/16,tom dean,m,2010/07/23,colonia duportal,nbriggs@hotmail.com
937,universidad nacional de jujuy,ingeniería electrónica,2020/11/16,james harris,m,1941/08/26,carmen,molly89@gmail.com
938,universidad nacional de jujuy,ingeniería electrónica,2020/11/16,andrea ayala,f,1945/04/11,11 de mayo,heatherwalton@yahoo.com
939,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/16,timothy allen,m,1991/07/25,valentin alsina,singhadam@gmail.com
940,universidad nacional de jujuy,ingeniería electrónica,2020/11/16,daniel garrison,m,2007/01/22,batelito,melissa79@gmail.com
941,universidad nacional de jujuy,ingeniería mecánica,2020/11/16,sarah delgado,f,1944/09/19,chichagasta,christopher23@gmail.com
942,universidad nacional de jujuy,diseño industrial,2020/11/16,eric harrell,m,1927/01/24,argentina belvedere,icooper@hotmail.com
943,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/16,nicole cardenas,f,2009/03/10,cullin manzano,jameslong@hotmail.com
944,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/16,jill gallagher,f,1944/01/13,aero club rosario,fshepard@yahoo.com
945,universidad nacional de jujuy,licenciatura en psicología,2020/11/16,andre sanders,m,1940/03/03,moron,austinwiggins@hotmail.com
946,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/17,thomas juarez,m,1958/01/01,centro comunitario cnia nue,langlauren@hotmail.com
947,universidad nacional de jujuy,diseño industrial,2020/11/17,mary pope,f,1993/04/12,el sombrerito,jjuarez@gmail.com
948,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/17,dean brown,m,2019/03/01,cañadon lagarto,zdoyle@yahoo.com
949,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/17,laura wong,f,1915/04/29,sarandi,warrenemma@yahoo.com
950,universidad nacional de jujuy,ingeniería electrónica,2020/11/17,latasha boyd,f,1941/10/22,agrelo,lunalindsay@yahoo.com
951,universidad nacional de jujuy,arquitectura,2020/11/17,mr. alex page,m,1914/07/27,campo crenna,johnmiller@gmail.com
952,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/17,stephen walker,m,1947/04/28,asamblea,williamdavis@yahoo.com
953,universidad nacional de jujuy,medicina,2020/11/17,karen flores,f,2015/09/19,arequito,gregorythomas@hotmail.com
954,universidad nacional de jujuy,ingeniería mecánica,2020/11/17,rachel yoder,f,2019/02/24,9 de julio,richardkerr@yahoo.com
955,universidad nacional de jujuy,licenciatura en psicología,2020/11/17,renee mejia,f,1940/02/17,arroyo isabel,pjimenez@gmail.com
956,universidad nacional de jujuy,técnico para bioterios ,2020/11/18,tracey bryant,f,1920/04/23,apeadero quiroga,wheelerwendy@yahoo.com
957,universidad nacional de jujuy,actuario ,2020/11/18,connor hicks,m,1964/09/01,algarrobo grande,fsanders@hotmail.com
958,universidad nacional de jujuy,licenciatura en artes,2020/11/18,kimberly shaw,f,1939/09/20,chapanay,ashley29@gmail.com
959,universidad nacional de jujuy,licenciatura en artes,2020/11/18,bryan barrett,m,1929/02/25,bernal este,emmawilliams@yahoo.com
960,universidad nacional de jujuy,ingeniería electrónica,2020/11/18,philip jones,m,1996/11/28,estacion mazan,murphyerin@hotmail.com
961,universidad nacional de jujuy,diseño industrial,2020/11/18,alexander dixon,m,2019/08/04,campo horquesco,aaronaguirre@gmail.com
962,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/18,tyler anderson,m,1957/07/10,bme bavio gral mansilla,barrysawyer@hotmail.com
963,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/18,michael kelly,m,1956/02/10,cortaderas,davidwood@yahoo.com
964,universidad nacional de jujuy,medicina,2020/11/18,thomas hardy,m,1950/03/10,algarrobo,bentonbrian@gmail.com
965,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/19,roger moore,m,1972/06/20,laguna del barro,debramatthews@hotmail.com
966,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/11/19,lori smith,f,1948/10/04,jose clemente paz,hannahellison@yahoo.com
967,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/19,cynthia reyes,f,1962/01/17,candioti,huertaraymond@gmail.com
968,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/19,amber robertson,f,1975/04/16,juancho,mzhang@yahoo.com
969,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/19,victoria gibson,f,1989/06/09,wilde,andrew50@hotmail.com
970,universidad nacional de jujuy,licenciatura en administración ,2020/11/19,rebecca garcia,f,1907/02/14,cañada la rica,wendy70@yahoo.com
971,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/19,nicole cooper,f,1986/01/14,carmen de areco,ystephens@gmail.com
972,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/19,miss theresa clay,f,1913/03/04,banda varela,lynntimothy@yahoo.com
973,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/20,lori maldonado,f,1929/04/08,abra del trigo,erinleonard@gmail.com
974,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/20,jake miller,m,1980/12/15,campo paletta,scottwalter@yahoo.com
975,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/20,devon massey,m,1934/08/07,colonia la blanquita,ctaylor@gmail.com
976,universidad nacional de jujuy,bioquímica,2020/11/20,anna decker,f,1969/05/25,la gama,jennifer34@hotmail.com
977,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/20,larry richardson,m,1977/11/10,kilometro 184,sdavis@hotmail.com
978,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/20,melissa henry,f,1982/04/22,colonia la blanquita,riveraann@hotmail.com
979,universidad nacional de jujuy,licenciatura en artes,2020/11/20,nicholas kelly,m,1973/10/02,colonia baron,maciaslinda@yahoo.com
980,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/21,lisa sutton,f,1967/10/09,guamini,juanjohnson@yahoo.com
981,universidad nacional de jujuy,ingeniería mecánica,2020/11/21,jeremy brooks,m,1927/12/19,arroyo de la ventana,zmeyer@hotmail.com
982,universidad nacional de jujuy,farmacia,2020/11/21,jeffrey wilson,m,1954/06/19,arano,owensdouglas@hotmail.com
983,universidad nacional de jujuy,medicina,2020/11/21,katie cisneros,f,2020/01/19,la lucila,lance34@gmail.com
984,universidad nacional de jujuy,farmacia,2020/11/21,colin nguyen,m,1937/05/16,alpasinche,sherrydavidson@hotmail.com
985,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/21,carl garcia,m,1917/05/10,algarrobo,lewischristine@hotmail.com
986,universidad nacional de jujuy,diseño industrial,2020/11/21,william wood,m,1919/09/09,el retiro,crystal91@yahoo.com
987,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/21,collin bautista,m,1960/09/30,bernal este,crivera@hotmail.com
988,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/21,david rivers,m,1956/07/05,12 de agosto,robbinscody@gmail.com
989,universidad nacional de jujuy,ingeniería electrónica,2020/11/21,shannon miller,f,2003/06/02,agua azul,ojones@gmail.com
990,universidad nacional de jujuy,bioquímica,2020/11/22,kenneth sanford,m,2021/03/18,capitan castro,paige03@yahoo.com
991,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/22,jonathan thornton,m,1955/08/08,coliqueo,lisaeaton@gmail.com
992,universidad nacional de jujuy,licenciatura en administración ,2020/11/22,gregory mccullough,m,1956/04/20,arbol verde,jocelynwebster@hotmail.com
993,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/22,julia lee,f,1987/04/04,colonia la negra,stephanie01@hotmail.com
994,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/22,molly martinez,f,1991/07/16,22 de diciembre,kyle72@hotmail.com
995,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/22,tyler lawrence,m,1965/10/22,cañada la negra,michael94@gmail.com
996,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/23,jessica simpson,f,1911/04/11,angosto del perchel,nielsenmatthew@gmail.com
997,universidad nacional de jujuy,licenciatura en psicología,2020/11/23,karla campbell,f,1940/07/07,abdon castro tolay,eric96@gmail.com
998,universidad nacional de jujuy,farmacia,2020/11/23,lori roberts,f,1923/05/16,3 de mayo,olsontracy@yahoo.com
999,universidad nacional de jujuy,agronomía,2020/11/23,david rubio,m,1971/05/30,alto blanco,kimberly95@hotmail.com
1000,universidad nacional de jujuy,contador público ,2020/11/23,heather williams,f,1933/02/14,bajo la cancha,travissutton@yahoo.com
1001,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/23,billy zavala,m,1932/09/30,antonio tomas,barkernicole@hotmail.com
1002,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/23,james price,m,2008/10/02,ceballos,nicholas19@gmail.com
1003,universidad nacional de jujuy,bioquímica,2020/11/23,erin rivas,f,1928/05/26,balneario la caleta,brian96@gmail.com
1004,universidad nacional de jujuy,contador público ,2020/11/23,tracy kemp,f,2016/05/27,general conesa,lorijohnson@hotmail.com
1005,universidad nacional de jujuy,licenciatura en sociología ,2020/11/23,david evans,m,2007/07/05,virrey del pino,ztaylor@hotmail.com
1006,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/23,mary ramirez,f,1923/05/02,alto del molle,lisa69@gmail.com
1007,universidad nacional de jujuy,licenciatura en sociología ,2020/11/23,amanda rivera,f,1932/10/15,colonia devoto,ohoffman@yahoo.com
1008,universidad nacional de jujuy,ingeniería en informática,2020/11/23,geoffrey fleming,m,2004/12/07,el araza,kwhite@hotmail.com
1009,universidad nacional de jujuy,farmacia,2020/11/23,mr. walter brandt iv,m,1924/11/26,colonia egido,caroline83@hotmail.com
1010,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/24,michael hall,m,1993/07/04,arroyo mal paso,smithveronica@gmail.com
1011,universidad nacional de jujuy,ciencias veterinarias,2020/11/24,michael hensley,m,1910/12/12,colonia los lapachos,stacysantos@yahoo.com
1012,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/24,brett lyons,m,1931/10/03,caracoles,charles36@hotmail.com
1013,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/24,michelle shaw,f,1992/10/01,agua de torre,westrada@hotmail.com
1014,universidad nacional de jujuy,farmacia,2020/11/24,dennis woodard,m,2018/12/12,berretta,zcook@yahoo.com
1015,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/24,jennifer combs,f,1934/11/15,campo clucellas,jonathan43@yahoo.com
1016,universidad nacional de jujuy,licenciatura en administración ,2020/11/24,richard hayden,m,1971/10/25,cipolletti,jessekemp@yahoo.com
1017,universidad nacional de jujuy,ingeniería en informática,2020/11/24,mark mullen,m,1990/06/29,boulogne,triciajackson@hotmail.com
1018,universidad nacional de jujuy,técnico para bioterios ,2020/11/24,suzanne chandler,f,2007/12/02,las palmas,nicholascrosby@gmail.com
1019,universidad nacional de jujuy,agronomía,2020/11/24,paul jackson,m,2002/11/11,arenoso,michael06@hotmail.com
1020,universidad nacional de jujuy,licenciatura en sociología ,2020/11/24,robert braun,m,1961/10/28,el pingo,davisjeffrey@yahoo.com
1021,universidad nacional de jujuy,técnico para bioterios ,2020/11/24,lisa coleman,f,1952/03/31,monte chingolo,michaeljones@hotmail.com
1022,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/24,kathy jennings,f,2018/04/27,juan maria gutierrez,iwalker@gmail.com
1023,universidad nacional de jujuy,ciencias veterinarias,2020/11/24,susan becker,f,1973/08/09,el pingo,smithjordan@hotmail.com
1024,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/24,ryan larson,m,1983/08/15,agua de la piedra,meadowsamber@gmail.com
1025,universidad nacional de jujuy,técnico para bioterios ,2020/11/24,melissa long,f,1949/05/11,colonia la india,christine96@hotmail.com
1026,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/24,larry horton,m,1920/04/05,alvarez jonte,moorejeffrey@hotmail.com
1027,universidad nacional de jujuy,licenciatura en artes,2020/11/24,sara hernandez,f,1917/05/10,albarellos,isabellagarcia@hotmail.com
1028,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/25,paige maynard,f,1995/06/19,agua de la mula,laurajones@yahoo.com
1029,universidad nacional de jujuy,ingeniería electrónica,2020/11/25,anna kelly,f,1940/11/17,baldes de pacheco,chouston@gmail.com
1030,universidad nacional de jujuy,contador público ,2020/11/25,mrs. amanda mason dvm,f,1942/02/16,la lucila del mar,lbailey@hotmail.com
1031,universidad nacional de jujuy,bioquímica,2020/11/25,charles conway,m,1972/05/30,base aerea teniente matienzo,seangates@gmail.com
1032,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/25,kara lindsey,f,2008/02/24,los antiguos,danawarren@gmail.com
1033,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/25,katherine morrison,f,2000/06/18,mecha,jean61@hotmail.com
1034,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/25,andrew lewis,m,2021/03/14,anta chica,ramseylaura@hotmail.com
1035,universidad nacional de jujuy,licenciatura en sociología ,2020/11/25,elaine bennett,f,1970/08/29,guillermo e hudson,brittany00@yahoo.com
1036,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/25,kim nguyen,f,1942/09/29,caa yari,rothjasmine@gmail.com
1037,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/25,jamie wilson,f,2002/05/26,cerrillos al sud,ballen@gmail.com
1038,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/25,keith vance,m,1955/07/29,fortin lavalle,jshelton@hotmail.com
1039,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/25,eric holland,m,2003/12/14,las quintas,margaret42@gmail.com
1040,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/25,tracy freeman,f,1992/06/18,san geronimo,aliciamcdonald@yahoo.com
1041,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/25,jacob johnson,m,1946/01/08,anahi,dominiccervantes@yahoo.com
1042,universidad nacional de jujuy,farmacia,2020/11/26,derek robinson,m,1999/08/07,barrio villa saladillo,kathleenmitchell@yahoo.com
1043,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/26,katherine douglas,f,1975/11/18,dina huapi,danielrodriguez@hotmail.com
1044,universidad nacional de jujuy,actuario ,2020/11/26,ronald nelson,m,1933/08/07,el lenguaraz,snichols@yahoo.com
1045,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/11/26,kathleen hanna,f,1977/01/09,abra del trigo,morgantaylor@hotmail.com
1046,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/26,david alvarado,m,2016/07/04,arroyo seco,jmccarthy@hotmail.com
1047,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/26,melissa freeman,f,1973/05/15,cañadon ferrais,ashley23@hotmail.com
1048,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/27,megan lopez,f,1967/03/11,arroyo de la ventana,reeddonald@yahoo.com
1049,universidad nacional de jujuy,ingeniería mecánica,2020/11/27,andrea molina,f,1934/05/01,campo el mataco,luisconley@gmail.com
1050,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/11/27,frank sanchez,m,1966/12/08,acostilla,floresjesse@yahoo.com
1051,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/11/27,angela scott,f,1943/05/10,abipones,sadams@yahoo.com
1052,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/27,melissa sanchez,f,1968/05/26,la morocha,kayla29@hotmail.com
1053,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/27,crystal tate,f,1994/12/15,bustamante,beckywhite@hotmail.com
1054,universidad nacional de jujuy,medicina,2020/11/27,jared lewis,m,1906/01/03,calderon,lawsonrobert@gmail.com
1055,universidad nacional de jujuy,contador público ,2020/11/27,dennis anthony,m,1941/12/26,desvio boero,laura99@gmail.com
1056,universidad nacional de jujuy,licenciatura en psicología,2020/11/27,wayne franklin,m,2017/08/08,las hermanas,hendersonsamantha@yahoo.com
1057,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/27,herbert mcgrath,m,1948/05/11,el dia,wbaker@yahoo.com
1058,universidad nacional de jujuy,actuario ,2020/11/27,sharon graham,f,1929/12/29,agua del simbol,robert57@hotmail.com
1059,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/11/27,eric washington,m,1991/12/09,alarcon,mullenkarl@gmail.com
1060,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/27,robert hernandez,m,2001/05/08,calera,georgelevine@yahoo.com
1061,universidad nacional de jujuy,contador público ,2020/11/27,steven keith,m,1982/02/03,colpes,greenjeremy@gmail.com
1062,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/11/27,brooke shea,f,1937/12/06,campo zavalla,joelmatthews@hotmail.com
1063,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/28,shawn garrison,m,1951/12/30,la eduvigis,cherrystephen@gmail.com
1064,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/28,karen parker,f,1916/09/01,el talar,hbrown@yahoo.com
1065,universidad nacional de jujuy,licenciatura en sociología ,2020/11/28,danielle evans phd,f,1952/11/26,piamonte,ryanbennett@hotmail.com
1066,universidad nacional de jujuy,licenciatura en sociología ,2020/11/28,heather harrison,f,2007/11/30,correntoso,nicholasshepard@yahoo.com
1067,universidad nacional de jujuy,arquitectura,2020/11/28,denise day,f,2002/03/17,colonia el aguara,catherine51@yahoo.com
1068,universidad nacional de jujuy,farmacia,2020/11/28,tina ryan,f,1979/05/23,aldea brasilera,hailey03@hotmail.com
1069,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/28,sandra francis,f,1924/05/20,wilde,bakermariah@gmail.com
1070,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/28,natalie cooper,f,1993/09/21,cañadon caliente,peggy48@hotmail.com
1071,universidad nacional de jujuy,diseño industrial,2020/11/28,mark cantu,m,1982/09/28,barrio pedro rocco,brittany86@hotmail.com
1072,universidad nacional de jujuy,contador público ,2020/11/28,jill herrera,f,1932/08/29,bañado san antonio,juliecruz@yahoo.com
1073,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/28,mariah bennett,f,1943/07/13,balneario la caleta,gonzalezbrandon@gmail.com
1074,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/28,vanessa miller,f,1923/03/14,matheu,gregjarvis@yahoo.com
1075,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/11/28,amy johnson dvm,f,1926/04/11,arroyo burgos,gbentley@yahoo.com
1076,universidad nacional de jujuy,ingeniería en informática,2020/11/28,todd hall,m,2005/08/05,ernestina,jennifersanchez@yahoo.com
1077,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/29,tracy holmes,f,1970/01/31,goyena,oconnelldavid@gmail.com
1078,universidad nacional de jujuy,diseño industrial,2020/11/29,paul reynolds,m,2008/09/06,apoyaco,davidjackson@gmail.com
1079,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/29,michael gross,m,1995/04/09,la isabel,dyermichael@yahoo.com
1080,universidad nacional de jujuy,ingeniería en informática,2020/11/29,lisa grimes,f,1968/01/06,colonia bella vista,petersontracey@hotmail.com
1081,universidad nacional de jujuy,bioquímica,2020/11/29,brian stevenson,m,1909/11/29,ernestina,cgeorge@yahoo.com
1082,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/11/29,theresa vazquez,f,1939/11/28,ciudad evita,walterschristine@yahoo.com
1083,universidad nacional de jujuy,diseño industrial,2020/11/29,amy colon,f,2019/07/02,bosques,hbooth@gmail.com
1084,universidad nacional de jujuy,ciencias veterinarias,2020/11/29,sean contreras,m,1911/09/12,alto grande,angelica21@hotmail.com
1085,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/29,patricia norton,f,2012/05/09,apeadero guanacache,perrytiffany@yahoo.com
1086,universidad nacional de jujuy,ingeniería en informática,2020/11/29,james ramos,m,1984/04/07,bajo de los huesos,xharvey@gmail.com
1087,universidad nacional de jujuy,agronomía,2020/11/29,kyle bender,m,1989/08/16,azul,janehughes@yahoo.com
1088,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/29,matthew padilla,m,1924/03/14,alizal,tammy54@yahoo.com
1089,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/11/30,mary flores,f,2004/05/15,iraola,maryjohnson@hotmail.com
1090,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/30,jacob king,m,1961/07/24,alvarez jonte,lisa15@hotmail.com
1091,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/11/30,arthur luna,m,1964/04/14,arroyo quillen,jameslawson@hotmail.com
1092,universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/30,alexandra hart,f,2002/07/12,balderrama,fdavidson@hotmail.com
1093,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/30,shaun conrad,m,2004/09/28,sundblad,annturner@yahoo.com
1094,universidad nacional de jujuy,licenciatura en psicología,2020/11/30,alice nunez,f,2010/12/16,aleloy,cody45@gmail.com
1095,universidad nacional de jujuy,licenciatura en musicoterapia,2020/11/30,derek martin,m,2012/12/11,barrio belgrano ortiz,xgray@yahoo.com
1096,universidad nacional de jujuy,ingeniería electrónica,2020/11/30,colleen collins,f,1946/12/15,baldes de pacheco,knoxerik@yahoo.com
1097,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/30,frank smith,m,1999/04/30,villa ballester,nunezbrandon@hotmail.com
1098,universidad nacional de jujuy,diseño de imagen y sonido,2020/11/30,aaron collins,m,1911/06/27,arroyo aleli,ohorne@gmail.com
1099,universidad nacional de jujuy,ingeniería en informática,2020/11/30,samuel parker,m,2004/04/29,el potrero,jamescunningham@yahoo.com
1100,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/30,aaron williams,m,1907/01/29,bella vista,jessica53@hotmail.com
1101,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/11/30,david daniels,m,1967/08/29,agua colorada,kristenross@hotmail.com
1102,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/30,aaron stone,m,1987/08/07,agua botada,russellgeorge@gmail.com
1103,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/30,danielle prince,f,2003/07/20,arauco,lisaaustin@hotmail.com
1104,universidad nacional de jujuy,medicina,2020/11/30,madison white,f,1958/02/12,isla los laureles,jacqueline82@yahoo.com
1105,universidad nacional de jujuy,licenciatura en ciencia política ,2020/12/01,crystal hunt,f,2019/05/06,arroyo salado,jason50@gmail.com
1106,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/01,pamela schaefer,f,2000/11/22,buena vista,epatton@yahoo.com
1107,universidad nacional de jujuy,ingeniería mecánica,2020/12/01,sharon sullivan,f,2018/10/18,bravo del dos,brookemeyers@yahoo.com
